rewards,steps,epsilon,time
-116.0,38,0.7143827122626694,0.090704
-176.0,80,0.7129539468381441,0.162804
-133.0,64,0.7115280389444678,0.128322
-313.0,100,0.7101049828665789,0.191169
-194.0,71,0.7086847729008457,0.138559
-208.0,67,0.707267403355044,0.13854
-93.0,42,0.705852868548334,0.093675
-183.0,60,0.7044411628112373,0.117135
-48.0,33,0.7030322804856147,0.076879
-100.0,40,0.7016262159246435,0.081801
-105.0,63,0.7002229634927942,0.141237
-485.0,164,0.6988225175658086,0.344578
-158.0,62,0.697424872530677,0.120324
-236.0,86,0.6960300227856157,0.181926
-495.0,183,0.6946379627400444,0.410927
-255.0,87,0.6932486868145643,0.179395
-74.0,50,0.6918621894409351,0.121492
-222.0,72,0.6904784650620532,0.142134
-33.0,27,0.6890975081319292,0.064855
-120.0,51,0.6877193131156653,0.118332
-614.0,200,0.6863438744894339,0.472621
-62.0,38,0.684971186740455,0.086561
-70.0,28,0.6836012443669741,0.063864
-69.0,27,0.6822340418782402,0.064095
-123.0,72,0.6808695737944838,0.159976
-144.0,48,0.6795078346468948,0.103454
-389.0,140,0.678148818977601,0.287122
-65.0,32,0.6767925213396458,0.078911
-92.0,41,0.6754389362969666,0.09153
-212.0,62,0.6740880584243727,0.140887
-29.0,23,0.6727398823075239,0.056015
-112.0,43,0.6713944025429088,0.109034
-119.0,50,0.670051613737823,0.120438
-93.0,51,0.6687115105103473,0.124274
-57.0,33,0.6673740874893266,0.090663
-126.0,48,0.6660393393143479,0.114241
-97.0,55,0.6647072606357192,0.128989
-103.0,43,0.6633778461144477,0.096689
-199.0,85,0.6620510904222189,0.207441
-202.0,61,0.6607269882413744,0.143056
-130.0,79,0.6594055342648917,0.173217
-84.0,42,0.6580867231963619,0.107766
-102.0,42,0.6567705497499692,0.10858
-139.0,61,0.6554570086504692,0.141701
-112.0,52,0.6541460946331682,0.121563
-82.0,40,0.6528378024439019,0.095232
-74.0,32,0.6515321268390141,0.063197
-77.0,35,0.6502290625853361,0.092678
-82.0,31,0.6489286044601654,0.065215
-300.0,96,0.6476307472512451,0.237534
-38.0,23,0.6463354857567426,0.059315
-49.0,34,0.6450428147852291,0.084293
-93.0,51,0.6437527291556586,0.124615
-188.0,47,0.6424652236973473,0.112649
-221.0,71,0.6411802932499525,0.16522
-376.0,136,0.6398979326634526,0.333662
6.0,15,0.6386181367981257,0.050468
-57.0,42,0.6373409005245295,0.108918
-15.0,18,0.6360662187234805,0.052233
-131.0,53,0.6347940862860335,0.121602
-61.0,37,0.6335244981134615,0.09471
-108.0,48,0.6322574491172346,0.116668
-101.0,41,0.6309929342190002,0.105995
-440.0,128,0.6297309483505622,0.293734
-53.0,38,0.6284714864538611,0.100723
-72.0,21,0.6272145434809534,0.050803
-76.0,25,0.6259601143939915,0.058769
-76.0,43,0.6247081941652035,0.106212
-17.0,20,0.6234587777768731,0.05501
-135.0,57,0.6222118602213194,0.127582
-80.0,47,0.6209674365008767,0.11654
-55.0,31,0.619725501627875,0.080768
-31.0,16,0.6184860506246193,0.032529
-71.0,47,0.61724907852337,0.11821
-126.0,39,0.6160145803663232,0.094339
-34.0,37,0.6147825512055906,0.094651
-81.0,39,0.6135529861031793,0.100894
-33.0,27,0.612325880130973,0.079886
-92.0,32,0.611101228370711,0.080136
-103.0,43,0.6098790259139696,0.112721
-95.0,44,0.6086592678621416,0.107054
-96.0,36,0.6074419493264174,0.077432
-73.0,31,0.6062270654277645,0.075507
-39.0,33,0.6050146112969089,0.088773
-134.0,74,0.6038045820743151,0.183539
-78.0,45,0.6025969729101665,0.111251
-28.0,22,0.6013917789643461,0.056909
-94.0,34,0.6001889954064175,0.078744
-120.0,51,0.5989886174156046,0.134956
-45.0,30,0.5977906401807734,0.073667
-139.0,43,0.5965950589004119,0.104938
-33.0,27,0.595401868782611,0.075759
-178.0,64,0.5942110650450458,0.16353
-64.0,31,0.5930226429149558,0.079288
-81.0,30,0.5918365976291259,0.074325
-149.0,53,0.5906529244338676,0.117938
-125.0,38,0.5894716185849999,0.09377
-56.0,32,0.5882926753478298,0.072575
-64.0,31,0.5871160899971342,0.082104
-116.0,38,0.5859418578171399,0.094113
-154.0,67,0.5847699741015057,0.166255
-6.0,18,0.5836004341533026,0.051209
-198.0,75,0.5824332332849961,0.172792
-85.0,43,0.5812683668184261,0.104492
-41.0,44,0.5801058300847892,0.127594
-293.0,107,0.5789456184246197,0.246767
-98.0,38,0.5777877271877704,0.088381
-87.0,45,0.5766321517333949,0.104881
-102.0,51,0.5754788874299281,0.120194
-143.0,47,0.5743279296550683,0.1202
-147.0,51,0.5731792737957582,0.127407
-85.0,34,0.5720329152481667,0.092353
-50.0,35,0.5708888494176704,0.101348
-50.0,26,0.569747071718835,0.07385
-15.0,18,0.5686075775753973,0.04766
-140.0,44,0.5674703624202465,0.102475
-25.0,28,0.5663354216954061,0.080277
-87.0,45,0.5652027508520152,0.121876
-60.0,36,0.5640723453503111,0.091312
-14.0,17,0.5629442006596105,0.05132
-95.0,44,0.5618183122582913,0.109937
-71.0,38,0.5606946756337747,0.105665
-98.0,38,0.5595732862825071,0.09598
-25.0,19,0.5584541397099421,0.055862
-85.0,34,0.5573372314305222,0.084578
-68.0,26,0.5562225569676611,0.072791
-7.0,19,0.5551101118537257,0.053766
-120.0,51,0.5539998916300183,0.126455
-66.0,33,0.5528918918467582,0.085553
-62.0,29,0.5517861080630647,0.083274
-128.0,59,0.5506825358469386,0.147361
-52.0,28,0.5495811707752447,0.065351
-91.0,40,0.5484820084336942,0.098291
-32.0,35,0.5473850444168268,0.090764
-61.0,28,0.5462902743279932,0.074728
-34.0,37,0.5451976937793371,0.106242
-61.0,46,0.5441072983917784,0.120349
-38.0,23,0.5430190837949949,0.06493
-64.0,31,0.5419330456274049,0.084078
-132.0,54,0.5408491795361501,0.12888
-60.0,27,0.5397674811770777,0.0652
-65.0,32,0.5386879462147236,0.079245
-100.0,31,0.5376105703222942,0.079293
-4.0,16,0.5365353491816496,0.049412
-92.0,32,0.5354622784832863,0.09062
-65.0,41,0.5343913539263198,0.104798
-32.0,26,0.5333225712184672,0.069783
-85.0,34,0.5322559260760302,0.090022
-31.0,34,0.5311914142238782,0.105573
-54.0,30,0.5301290313954304,0.079947
-56.0,23,0.5290687733326396,0.062883
-64.0,40,0.5280106357859743,0.106251
-17.0,29,0.5269546145144024,0.084465
-85.0,34,0.5259007052853736,0.089647
-13.0,16,0.5248489038748029,0.050807
-31.0,25,0.5237992060670532,0.067372
-139.0,43,0.5227516076549191,0.105802
-41.0,26,0.5217061044396093,0.068665
-90.0,48,0.52066269223073,0.122956
-56.0,23,0.5196213668462686,0.067105
-160.0,55,0.5185821241125761,0.138703
-28.0,22,0.5175449598643509,0.065937
-67.0,43,0.5165098699446222,0.108766
-92.0,32,0.515476850204733,0.08574
-58.0,52,0.5144458965043235,0.136953
-21.0,24,0.5134170047113148,0.069321
-2.0,14,0.5123901707018922,0.04398
-51.0,36,0.5113653903604884,0.094727
-44.0,38,0.5103426595797674,0.108868
-89.0,38,0.5093219742606079,0.099648
-10.0,31,0.5083033303120866,0.092613
-33.0,27,0.5072867236514624,0.076301
-9.0,21,0.5062721502041595,0.061313
-158.0,53,0.5052596059037512,0.136432
-126.0,57,0.5042490866919437,0.149787
-17.0,20,0.5032405885185598,0.058029
-68.0,44,0.5022341073415226,0.116973
-26.0,20,0.5012296391268396,0.055957
-44.0,29,0.5002271798485859,0.079745
-43.0,28,0.4992267254888887,0.082806
-35.0,29,0.4982282720379109,0.091358
-106.0,46,0.4972318154938351,0.116779
-48.0,33,0.49623735186284745,0.089233
-47.0,32,0.49524487715912174,0.088926
-14.0,17,0.4942543874048035,0.0475
-27.0,21,0.4932658786299939,0.065652
-41.0,44,0.4922793468727339,0.123088
-67.0,25,0.4912947881789884,0.069343
-19.0,22,0.4903121986026304,0.066579
-64.0,40,0.48933157420542517,0.111284
-19.0,22,0.48835291105701434,0.069465
-4.0,16,0.48737620523490033,0.058342
-50.0,26,0.48640145282443054,0.075416
-83.0,32,0.48542864991878165,0.07809
-9.0,21,0.48445779261894406,0.062839
-3.0,15,0.4834888770337062,0.04835
-25.0,19,0.4825218992796388,0.057537
-38.0,23,0.4815568554810795,0.067419
-78.0,36,0.4805937417701174,0.093928
-16.0,19,0.47963255428657714,0.054573
12.0,9,0.478673289178004,0.028415
-33.0,27,0.477715942599648,0.081297
-1.0,22,0.4767605107144487,0.062212
-39.0,33,0.4758069896930198,0.087928
-50.0,26,0.4748553757136338,0.072103
-16.0,19,0.47390566496220654,0.052709
-61.0,28,0.47295785363228215,0.073536
-53.0,29,0.4720119379250176,0.088722
-111.0,42,0.4710679140491676,0.117543
-12.0,15,0.47012577822106927,0.042918
-43.0,28,0.46918552666462715,0.085143
-63.0,39,0.46824715561129787,0.100356
-35.0,29,0.46731066130007526,0.086455
-29.0,23,0.4663760399774751,0.067978
-61.0,37,0.46544328789752015,0.108878
-177.0,63,0.4645124013217251,0.151611
7.0,14,0.46358337651908166,0.047878
-58.0,34,0.4626562097660435,0.093812
-50.0,26,0.4617308973465114,0.075859
-13.0,16,0.46080743555181836,0.049508
-46.0,31,0.4598858206807147,0.085616
-40.0,34,0.4589660490393533,0.09621
-58.0,25,0.45804811694127456,0.069014
-50.0,26,0.457132020707392,0.06768
-16.0,19,0.45621775666597725,0.056575
-28.0,31,0.45530532115264527,0.083827
-4.0,16,0.45439471051033997,0.047302
-87.0,45,0.4534859210893193,0.112393
-71.0,47,0.45257894924714065,0.12524
-26.0,29,0.4516737913486464,0.085346
-38.0,23,0.4507704437659491,0.062812
-218.0,104,0.4498689028784172,0.28598
-44.0,38,0.4489691650726603,0.101839
-35.0,29,0.448071226742515,0.074774
-44.0,29,0.44717508428902997,0.084244
-29.0,23,0.4462807341204519,0.065204
10.0,11,0.445388172652211,0.032158
-19.0,22,0.44449739630690654,0.067597
-42.0,36,0.4436084015142927,0.104566
-59.0,35,0.4427211847112641,0.087613
-25.0,28,0.4418357423418416,0.074462
-6.0,18,0.44095207085715793,0.0582
-78.0,36,0.44007016671544363,0.099735
-29.0,23,0.43919002638201277,0.060374
-60.0,36,0.43831164632924874,0.106968
7.0,14,0.43743502303659026,0.043103
-38.0,32,0.4365601529905171,0.08863
-27.0,21,0.43568703268453607,0.058452
-42.0,27,0.434815658619167,0.076631
-29.0,32,0.43394602730192866,0.096382
-21.0,24,0.4330781352473248,0.077129
3.0,18,0.43221197897683017,0.052696
0.0,12,0.4313475550188765,0.033247
2.0,19,0.4304848599088387,0.058148
-24.0,27,0.42962389018902103,0.074809
-50.0,35,0.428764642408643,0.084374
-13.0,16,0.4279071131238257,0.045141
-39.0,24,0.42705129889757804,0.072407
-27.0,21,0.42619719629978287,0.057753
11.0,10,0.4253448019071833,0.037608
2.0,10,0.424494112303369,0.026387
-29.0,23,0.42364512407876226,0.074958
-46.0,22,0.4227978338306047,0.060782
-46.0,22,0.42195223816294347,0.060512
-36.0,21,0.4211083336866176,0.059404
-78.0,36,0.4202661170192444,0.09495
-23.0,26,0.41942558478520586,0.077623
8.0,13,0.4185867336156355,0.047225
-7.0,19,0.4177495601484042,0.053604
-35.0,20,0.4169140610281074,0.057521
-14.0,17,0.4160802329060512,0.049347
-33.0,18,0.4152480724402391,0.054002
-23.0,17,0.41441757629535864,0.053327
-1.0,22,0.4135887411427679,0.069124
-28.0,22,0.41276156366048233,0.06758
-64.0,31,0.41193604053316135,0.083005
-29.0,23,0.41111216845209503,0.064547
-97.0,37,0.4102899441151908,0.097151
-31.0,25,0.40946936422696045,0.070326
-27.0,21,0.40865042549850655,0.065774
-62.0,29,0.40783312464750954,0.073258
-39.0,24,0.4070174583982145,0.065206
-30.0,15,0.4062034234814181,0.044103
-43.0,28,0.40539101663445526,0.070289
-72.0,39,0.40458023460118636,0.109365
11.0,10,0.403771074131984,0.028182
-23.0,17,0.40296353198372004,0.053261
-38.0,23,0.4021576049197526,0.069103
-3.0,15,0.40135328970991313,0.050453
-22.0,16,0.4005505831304933,0.049384
-54.0,30,0.3997494819642323,0.080241
-5.0,17,0.3989499830003039,0.050944
-71.0,29,0.3981520830343033,0.08642
-27.0,21,0.39735577886823464,0.059207
-9.0,12,0.39656106731049817,0.03713
-30.0,24,0.39576794517587716,0.06676
-13.0,16,0.3949764092855254,0.044255
-31.0,25,0.3941864564669544,0.076868
-14.0,17,0.39339808355402045,0.054947
-57.0,24,0.3926112873869124,0.066182
-37.0,22,0.3918260648121386,0.061413
0.0,12,0.39104241268251433,0.036738
-5.0,17,0.3902603278571493,0.05808
-47.0,23,0.389479807201435,0.068663
2.0,19,0.3887008475870321,0.049985
-470.0,200,0.38792344589185807,0.593891
-21.0,24,0.38714759900007434,0.073774
-66.0,33,0.3863733038020742,0.085334
-3.0,15,0.38560055719447006,0.048224
4.0,17,0.3848293560800811,0.061295
3.0,18,0.38405969736792095,0.050498
-23.0,26,0.3832915779731851,0.07507
-68.0,44,0.38252499481723873,0.112999
-9.0,21,0.3817599448276042,0.061653
-72.0,39,0.380996424937949,0.107042
-8.0,20,0.3802344320880731,0.056505
-21.0,15,0.379473963223897,0.046086
-27.0,21,0.37871501529744916,0.055892
-22.0,16,0.37795758526685425,0.050227
2.0,19,0.37720167009632055,0.060188
-13.0,16,0.3764472667561279,0.049319
-37.0,31,0.37569437222261565,0.088547
-73.0,58,0.3749429834781704,0.17674
-39.0,24,0.37419309751121405,0.065595
-13.0,16,0.3734447113161916,0.046529
-109.0,49,0.3726978218935592,0.130431
-8.0,20,0.3719524262497721,0.057519
3.0,18,0.37120852139727256,0.052019
-74.0,32,0.370466104354478,0.088642
-7.0,19,0.36972517214576905,0.059902
-36.0,30,0.36898572180147754,0.096142
-55.0,31,0.3682477503578746,0.079001
-21.0,24,0.36751125485715885,0.072852
-9.0,21,0.36677623234744455,0.065755
-38.0,23,0.3660426798827497,0.065235
-29.0,41,0.3653105945229842,0.128909
-32.0,17,0.3645799733339382,0.051346
-15.0,18,0.3638508133872703,0.054419
-35.0,29,0.3631231117604958,0.087176
-39.0,24,0.3623968655369748,0.07122
-26.0,29,0.3616720718059009,0.083191
-6.0,18,0.3609487276622891,0.061902
-6.0,18,0.3602268302069645,0.052265
-19.0,22,0.35950637654655054,0.074384
-22.0,16,0.35878736379345744,0.054545
0.0,21,0.3580697890658705,0.06435
-60.0,27,0.35735364948773873,0.074477
-7.0,19,0.35663894218876324,0.049411
10.0,11,0.3559256643043857,0.030875
-49.0,25,0.3552138129757769,0.068569
-17.0,20,0.35450338534982534,0.066542
-12.0,15,0.3537943785791257,0.051323
-6.0,18,0.35308678982196745,0.059315
-5.0,17,0.35238061624232353,0.05369
-25.0,19,0.3516758550098389,0.059524
-30.0,24,0.3509725032998192,0.074099
-53.0,29,0.35027055829321957,0.084745
-29.0,23,0.3495700171766331,0.072697
-30.0,24,0.3488708771422798,0.072662
-11.0,14,0.34817313538799527,0.047085
-57.0,42,0.3474767891172193,0.123634
-22.0,25,0.34678183553898484,0.078398
-35.0,20,0.34608827186790686,0.060767
-23.0,26,0.34539609532417104,0.072097
-27.0,30,0.3447053031335227,0.088752
-37.0,22,0.3440158925272557,0.061915
-14.0,26,0.3433278607422012,0.078501
-34.0,19,0.34264120502071677,0.058833
-55.0,31,0.3419559226106753,0.092509
-18.0,21,0.34127201076545394,0.069121
-13.0,16,0.34058946674392304,0.050528
-6.0,27,0.3399082878104352,0.07899
-9.0,21,0.3392284712348143,0.063349
-26.0,20,0.33855001429234466,0.060052
-11.0,14,0.33787291426376,0.04565
-24.0,18,0.33719716843523245,0.058477
-71.0,29,0.336522774098362,0.082683
-22.0,25,0.33584972855016526,0.083412
13.0,8,0.33517802909306493,0.029062
13.0,8,0.3345076730348788,0.02751
-4.0,16,0.33383865768880905,0.047652
10.0,11,0.3331709803734314,0.036869
-10.0,22,0.3325046384126845,0.068365
-12.0,15,0.3318396291358591,0.048807
-18.0,21,0.3311759498775874,0.063408
-38.0,23,0.33051359797783225,0.064479
-36.0,21,0.3298525707818766,0.06035
-30.0,24,0.3291928656403128,0.069507
-53.0,29,0.3285344799090322,0.08557
9.0,12,0.32787741094921413,0.038654
-41.0,26,0.3272216561273157,0.073631
2.0,19,0.32656721281506107,0.060685
-1.0,13,0.32591407838943093,0.043444
-41.0,26,0.32526225023265204,0.076125
-102.0,69,0.3246117257321867,0.213255
7.0,14,0.3239625022807223,0.050196
-27.0,12,0.32331457727616086,0.034613
-48.0,33,0.32266794812160854,0.09532
-76.0,34,0.3220226122253653,0.098302
-6.0,9,0.3213785670009146,0.027123
-26.0,29,0.3207358098669128,0.087511
-35.0,20,0.320094338247179,0.056314
-25.0,19,0.31945414957068463,0.059241
-11.0,14,0.31881524127154326,0.04595
3.0,18,0.3181776107890002,0.058402
0.0,21,0.3175412555674222,0.065306
-12.0,15,0.3169061730562873,0.049452
-4.0,16,0.3162723607101747,0.056742
-25.0,28,0.3156398159887544,0.081158
-18.0,21,0.3150085363567769,0.06501
-22.0,16,0.31437851928406335,0.05007
-14.0,26,0.3137497622454952,0.080623
5.0,16,0.31312226272100424,0.057419
-6.0,18,0.3124960181955622,0.05895
-12.0,15,0.3118710261591711,0.043913
12.0,9,0.31124728410685276,0.027327
3.0,18,0.31062478953863903,0.054711
-10.0,13,0.31000353995956176,0.044119
-6.0,18,0.30938353287964265,0.059878
1.0,11,0.30876476581388335,0.036228
-27.0,21,0.3081472362822556,0.065198
-2.0,14,0.3075309418096911,0.041396
-32.0,17,0.3069158799260717,0.052677
-12.0,15,0.3063020481662196,0.046873
10.0,11,0.30568944406988713,0.036813
5.0,16,0.30507806518174735,0.04379
1.0,20,0.3044679090513839,0.070647
-34.0,19,0.3038589732332811,0.056535
-27.0,21,0.3032512552868145,0.063464
-35.0,29,0.30264475277624087,0.083823
10.0,11,0.30203946327068837,0.034917
2.0,19,0.301435384344147,0.065636
-50.0,26,0.3008325135754587,0.064208
-45.0,30,0.3002308485483078,0.078964
1.0,11,0.2996303868512112,0.03683
-21.0,24,0.29903112607750876,0.070446
-54.0,30,0.29843306382535373,0.08584
-1.0,13,0.29783619769770303,0.042241
-7.0,19,0.2972405253023076,0.058128
-32.0,26,0.296646044251703,0.084017
-2.0,14,0.2960527521631996,0.047388
-34.0,19,0.29546064665887317,0.054358
6.0,15,0.29486972536555545,0.052177
-13.0,16,0.29427998591482435,0.05165
10.0,11,0.2936914259429947,0.03722
-12.0,24,0.2931040430911087,0.072448
-27.0,21,0.2925178350049265,0.063487
-17.0,29,0.29193279933491667,0.087656
-2.0,23,0.2913489337362468,0.074825
-20.0,23,0.2907662358687743,0.068692
5.0,16,0.2901847033970368,0.054118
-16.0,19,0.2896043339902427,0.059825
-6.0,18,0.2890251253222622,0.059755
-16.0,19,0.2884470750716177,0.061456
-3.0,15,0.2878701809214745,0.045991
-26.0,20,0.28729444055963155,0.062543
8.0,13,0.28671985167851227,0.039674
-85.0,43,0.2861464119751552,0.118646
6.0,15,0.2855741191512049,0.048909
6.0,15,0.2850029709129025,0.05069
6.0,15,0.2844329649710767,0.050129
-6.0,18,0.2838640990411345,0.059301
3.0,18,0.28329637084305226,0.054948
-4.0,16,0.2827297781013662,0.050831
0.0,12,0.28216431854516344,0.039761
4.0,17,0.2815999899080731,0.052978
-17.0,20,0.281036789928257,0.063062
-22.0,25,0.2804747163484005,0.074909
-16.0,19,0.2799137669157037,0.057523
1.0,11,0.2793539393818723,0.03687
-9.0,30,0.2787952315031086,0.090233
-25.0,28,0.27823764104010235,0.082135
-34.0,19,0.27768116575802215,0.056193
-7.0,19,0.2771258034265061,0.058195
-12.0,24,0.2765715518196531,0.07296
-36.0,21,0.2760184087160138,0.064289
5.0,16,0.27546637189858175,0.053021
-3.0,15,0.2749154391547846,0.050498
-50.0,26,0.27436560827647505,0.069493
-13.0,25,0.2738168770599221,0.075413
-14.0,17,0.2732692433058022,0.05866
-29.0,23,0.2727227048191906,0.069112
11.0,10,0.27217725940955223,0.036786
-39.0,24,0.2716329048907331,0.070263
5.0,16,0.2710896390809516,0.052761
-34.0,28,0.2705474598027897,0.081691
-1.0,13,0.27000636488318414,0.041511
-34.0,19,0.26946635215341774,0.053172
1.0,11,0.2689274194491109,0.035464
-144.0,75,0.2683895646102127,0.23164
7.0,14,0.2678527854809923,0.046353
-48.0,33,0.2673170799100303,0.089112
-39.0,24,0.2667824457502102,0.067571
-26.0,20,0.2662488808587098,0.065926
-16.0,28,0.26571638309699236,0.090295
-28.0,31,0.26518495033079836,0.091617
-15.0,18,0.2646545804301368,0.049907
-1.0,13,0.26412527126927654,0.038745
-17.0,20,0.26359702072673796,0.06186
-32.0,26,0.2630698266852845,0.080947
8.0,13,0.26254368703191394,0.043488
-35.0,20,0.2620185996578501,0.057242
6.0,15,0.2614945624585344,0.052897
